,Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,nueva,reporte
4118,4118,"December 09, 1997",1526,"Little Grand Rapids, Canada",Sowind Air,301,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,C-GVRO,110285,17,15,2,4,3,1,0,"Crashed during the second approach right of the approach path. While the aircraft was being manoeuvred at a very low level in marginal weather, it descended after an abrupt turn and flew, in controlled flight, into the terrain. Crew procedural error. The aircraft was 1,000 pounds heavier than the maximum allowable weight.  The GPS installed in aircraft was not approved as a primary navigational aid.",1997-12-09,"Se estrelló durante la segunda aproximación a la derecha de la trayectoria de aproximación. Mientras la aeronave estaba siendo maniobrada a un nivel muy bajo en tiempo marginal, descendió después de un giro brusco y voló, en vuelo controlado, hacia el terreno. Error de procedimiento de la tripulación. La aeronave pesaba 1,000 libras más que el peso máximo permitido. El GPS instalado en las aeronaves no fue aprobado como ayuda principal para la navegación."
4119,4119,"December 13, 1997",1705,"La Veriente, Bolivia",STAP,?,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,CP-1635,TC-359,19,17,2,10,9,1,0,"During take off, shortly after the landing gear was retracted, one of the aircraft's engines lost power and the propeller autofeathered. The aircraft rolled to the right, struck trees and crashed inverted.",1997-12-13,"Durante el despegue, poco después de que se retractara el tren de aterrizaje, uno de los motores de la aeronave perdió potencia y la hélice se encendió automáticamente. La aeronave rodó hacia la derecha, golpeó árboles y se estrelló invertida."
4120,4120,"December 15, 1997",1835,"Sharjah, United Arab Emirates",Tajikistan Airlines,3183,Dushanbe - Sharjah,Tupolev TU-154,EY-85281,78A-281,86,77,9,85,77,8,0,The aircraft crashed and burned while making an attempt to land. A number of errors by the crew resulted in the acccident. Not maintaining the height indicated during the last contact with the ATC. Not following instructions from the ATC. Crew fatigue and turbulence in the area contributed to the accident.,1997-12-15,El avión se estrelló y se quemó mientras intentaba aterrizar. Una serie de errores por parte de la tripulación resultó en el accidente. No mantener la altura indicada durante el último contacto con el ATC. No seguir las instrucciones del ATC. El cansancio de la tripulación y la turbulencia en la zona contribuyeron al accidente.
4121,4121,"December 17, 1997",1913,"Fotina, Greece",Aerosweet Airlines (LVOV),241,Odessa - Thessaloniki,Yakovlev YAK-42,UR-42334,4520422606,70,62,8,70,62,8,0,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain.",1997-12-17,"La aeronave se estrelló contra el Monte Olimpo mientras se acercaba a Salónica, durante un segundo intento de aterrizaje. El avión se mantenía a 3.300 pies debido al intenso tráfico. Las cintas de la torre indican que después de la aproximación frustrada, la tripulación informó que se dirigían al norte cuando en realidad se dirigían al oeste. Una investigación reveló que la tripulación tenía un entrenamiento deficiente, volaba demasiado bajo, no sabía cómo usar el equipo de radar y no declaró una emergencia después de perder la pista de aterrizaje. Un segundo accidente ocurrió cuando un avión de transporte C-130 que se dirigía a recoger tropas para ayudar en la búsqueda, se estrelló contra la montaña Pastra."
4122,4122,"December 19, 1997",1613,"Near Palembang, Indonesia",SilkAir,185,Jakarta - Hatta - Singapore,Boeing B-737-300,9V-TRF,28556/2851,104,97,7,104,97,7,0,"The plane disappeared off radar screens and shortly after, crashed into the Musi River. The plane, almost brand-new, cruising in good weather and with an experienced crew, suddenly left normal flight from 35,000 feet and crashed at a high rate of speed into the Sumatran jungle. The right wing and parts of the rudder separated from the aircraft before it crashed. The Indonesian National Transportation Committee found that there was insufficient evidence to find a cause for the accident. The U.S. National Transportation Safety Board strongly disagreed and stated the jet's cockpit voice recorder was intentionally disconnected and its flight controls placed in a nose-down position most likely by the captain. While the U.S. NTSB stopped short of using the term suicide, its dissenting report made it clear it believed the crash was the result of actions by the captain. In July 2004 a California jury found the manufacturer of the PCU valve that controls rudder responsible for the accident after the valve was located and showed defects which may have led to a rudder hardover.",1997-12-19,"El avión desapareció de las pantallas de radar y poco después se estrelló contra el río Musi. El avión, casi nuevo, navegando con buen tiempo y con una tripulación experimentada, abandonó repentinamente el vuelo normal desde 35.000 pies y se estrelló a gran velocidad en la jungla de Sumatra. El ala derecha y partes del timón se separaron de la aeronave antes de que se estrellara. El Comité Nacional de Transporte de Indonesia encontró que no había pruebas suficientes para encontrar la causa del accidente. La Junta Nacional de Seguridad en el Transporte de EE. UU. no estuvo de acuerdo y afirmó que la grabadora de voz de la cabina del avión se desconectó intencionalmente y que sus controles de vuelo se colocaron en una posición con el morro hacia abajo, probablemente por el capitán. Si bien la NTSB de EE. UU. no llegó a usar el término suicidio, su informe disidente dejó en claro que creía que el accidente fue el resultado de las acciones del capitán. En julio de 2004, un jurado de California determinó que el fabricante de la válvula PCU que controla el timón era responsable del accidente después de que se localizara la válvula y mostrara defectos que podrían haber provocado una rotura del timón."
4123,4123,"December 20, 1997",?,"Tanagra, Greece",Military - Greek Air Force,?,Search mission,Lockheed C-130H Hercules,750,4729,5,0,5,5,0,5,0,Crashed in the Pastra mountains while searching for the wreckage of an Aerosweet Yak-42 that was missing.,1997-12-20,Se estrelló en las montañas de Pastra mientras buscaba los restos de un Aerosweet Yak-42 que faltaba.
4124,4124,"December 27, 1997",?,"Atlantic Ocean, off Angola",Renan Airways,?,"Abidjan - Rundu, Nambia",Antonov An-72,ER-ACF,36572094888,5,0,5,5,0,5,0,Went missing while en route. May have been shot down.,1997-12-27,Desapareció en el camino. Puede haber sido derribado.
4125,4125,"December 28, 1997",2310,Over the Pacific Ocean,United Air Lines,826,Tokyo - Honolulu,Boeing B-747-122,N4723U,19882/175,393,374,19,1,1,0,0,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries.",1997-12-28,"Dos horas después de iniciado el vuelo, en FL 310, el avión recibió informes de turbulencia severa en aire despejado en el área y se encendió la señal del cinturón de seguridad. Momentos después, la aeronave descendió repentinamente alrededor de cien pies hiriendo gravemente a muchos pasajeros y causando daños a la aeronave. El avión aterrizó a salvo en Tokio, pero un pasajero murió a causa de sus heridas."
4126,4126,"December 31, 1997",0745,"Rio Sidra, Panama",Parsa,?,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,HP-986PS,178,10,9,1,10,9,1,0,"Crashed into dense jungle, 4 miles short of its destination in heavy fog.",1997-12-31,"Se estrelló contra la densa jungla, a 4 millas de su destino en medio de una densa niebla."
4127,4127,"January 13, 1998",1830,"Brno, Czech Republic",Aeroservice International,?,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,2,0,2,2,0,2,0,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.,1998-01-13,"La niebla y la poca visibilidad obligaron al avión a desviarse para desviarse a Brno. Después de una aproximación frustrada, la aeronave se estrelló a 3,5 km del umbral de la pista y quedó destruida."
4128,4128,"January 13, 1998",2230,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,?,Kandahar - Herart,Antonov AN-12BP,YA-DAB,5342801,51,45,6,51,45,6,0,"The aircraft  was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was ""we are running low on fuel."" Crashed due to fuel starvation.",1998-01-13,"El avión estaba en un vuelo de Kandahar a Herat, pero se vio obligado a regresar a Kandahar debido al mal tiempo cuando se estrelló contra una montaña a 70 millas al norte de Quetta en el paso de Khojak. El último mensaje del piloto fue ""nos estamos quedando sin combustible"". Se estrelló debido a la falta de combustible."
4129,4129,"January 27, 1998",1145,"Yangon (Rangoon), Myanmar",Myanmar Airways,403,Thandwe - Sittwe,Fokker F-27 Friendship 600,XY-AES,10576,45,41,4,16,15,1,0,The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.,1998-01-27,La aeronave se estrelló en el despegue después de que el motor No. 2 fallara y provocara que la aeronave se saliera bruscamente de la pista y chocara contra un terraplén y estallara en llamas.
4130,4130,"February 02, 1998",1100,"Cagyan de Oro, Philippines",Cebu Pacific Air,387,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,RP-C1507,47069/175,104,99,5,104,99,5,0,"Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area.  Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was ""leveling off at 5,000 feet sir.""  The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment.",1998-02-02,"El vuelo 387 se originó en Manila en un vuelo a Tacloban y Cagayán de Oro. La aeronave se estrelló mientras se aproximaba a Cagay de Oro en una zona montañosa remota. Los restos se encontraron cerca de la ciudad de Pagalungan, NE de Cagay de Oro. El último mensaje de radio del piloto fue ""nivelándose a 5,000 pies, señor"". La grabadora de voz de la cabina reveló que el GPWS advirtió sobre el terreno una docena de veces justo antes del impacto. Aparentemente, la tripulación se perdió en una nube, sin darse cuenta de que se dirigían a una montaña. Error del piloto, estándares de entrenamiento inadecuados y equipo deficiente."
4131,4131,"February 03, 1998",15:15,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,-,?,Grummand EA-6B,163045/CY-02,P-130,2,0,2,0,0,0,20,The aircraft struck and severed the cable to a gondola causing it to fall 300 ft. to the ground and killing 20 on board. The plane landed safely. Negligence by the crew in flying above the speed limit and well below the prescribed minimum altitude in the area.,1998-02-03,"La aeronave golpeó y cortó el cable de una góndola, lo que provocó que cayera 300 pies al suelo y matara a 20 personas a bordo. El avión aterrizó a salvo. Negligencia de la tripulación al volar por encima del límite de velocidad y muy por debajo de la altitud mínima prescrita en la zona."
4132,4132,"February 04, 1998",2217,"Terceira, Portugal",Air Luxor,?,Terceira - Lisbon,Antonov 12BP,LZ-SFG,3341605,7,0,7,7,0,7,0,"Shortly after taking off the plane lost power in the No. 3 engine followed by the No. 4 engine. The plane rolled to the right, stalled, entered an spin and crashed.",1998-02-04,"Poco después de despegar, el avión perdió potencia en el motor No. 3 seguido del motor No. 4. El avión rodó hacia la derecha, se detuvo, entró en barrena y se estrelló."
4133,4133,"February 05, 1998",1210,"Near Navafria, Spain",Military - Spanish Air Force,?,?,CASA 212-S1 Aviocar 100,D-3B-9,297,5,0,5,5,0,5,0,Crashed in the Los Hoyos mountains while on a military training flight.,1998-02-05,Se estrelló en las montañas de Los Hoyos mientras realizaba un vuelo de entrenamiento militar.
4134,4134,"February 12, 1998",0830,"Near Nasir, Sudan",Military - Sudan Air Force,?,?,Antonov AN-32,?,AN32052,57,50,7,27,24,3,0,Overshot the runway in heavy fog and crashed into the Sobat River.,1998-02-12,Sobrepasó la pista en medio de una densa niebla y se estrelló contra el río Sobat.
4135,4135,"February 16, 1998",2009,"Taipei, Taiwan",China Airlines (Taiwan),676,Denpasar - Taipei,Airbus A300-622R,B-1814,578,196,182,14,196,182,14,7,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was  followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground. Pilot error.",1998-02-16,"La aeronave intentaba aterrizar en el aeropuerto internacional de Taipei bajo la lluvia y la niebla cuando la tripulación solicitó una maniobra de motor y al aire. El avión se estrelló en un barrio residencial, arrancó los techos de varias estructuras, patinó en un arrozal y estalló en llamas. Los datos del DFDR mostraron la desactivación completa del piloto automático justo después de la autorización de aterrizaje. A esto le siguió un intento de motor y al aire volado manualmente con velocidad descendente y un cabeceo hacia arriba de 40 grados, seguido de una ganancia de 1,000 pies en altitud, pérdida total y una inmersión que resultó en un impacto con el suelo. Error del piloto."
4136,4136,"March 10, 1998",1635,"Mombasa, Kenya",Air Memphis,?,"Mombasa, Kenya - Cairo, Egypt",Boeing 707-336C,SU-PBA,19843/735,6,0,6,6,0,6,0,"The cargo plane struck the approach lights as it took off from Runway 3, then struck a hill and disintegrated.",1998-03-10,"El avión de carga golpeó las luces de aproximación cuando despegaba de la pista 3, luego golpeó una colina y se desintegró."
4137,4137,"March 18, 1998",1931,"Off Hsinchu, Taiwan",Formosa Airlines,7623,Hsinchu - Kao Hsiung,Saab340B,B-12255,340B-377,13,8,5,13,8,5,0,"The aircraft crashed in the sea, 11 km off Hsinchu, shortly after taking off from Hsinchu. Instrument failure and loss of power in the aircraft's right engine in turbulence.",1998-03-18,"La aeronave se estrelló en el mar, a 11 km de Hsinchu, poco después de despegar de Hsinchu. Fallo de instrumentos y pérdida de potencia en el motor derecho de la aeronave en turbulencia."
4138,4138,"March 19, 1998",1400,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,?,Dubai - Kandahar - Kabul,Boeing B-727-228,YA-FAZ,22288/1712,45,32,13,45,32,13,0,"The plane was descending for a landing at Kabul on visual when it struck 3,000 ft. Sharhi Baranta Mountain, 300 feet below the summit in dense fog and rain.",1998-03-19,"El avión descendía para aterrizar en Kabul en forma visual cuando chocó contra la montaña Sharhi Baranta a 3000 pies, 300 pies debajo de la cumbre en medio de una densa niebla y lluvia."
4139,4139,"March 22, 1998",1942,"Bacolod, Philippines",Philippine Air Lines,137,Manila - Bacolod,Airbus A.320-214,RP-C3222,708,127,121,6,0,0,0,3,"The aircraft overran the 6,888 ft. runway, went through a concrete perimeter fence, crossed a small river and hit a karaoke house before stopping near a market. The plane was (legally) released from Manila with the No. 1 reverser deactivated. The plane landed mid-runway and the crew incorrectly used the No. 2 reverser to try and stop the plane causing it to veer to the right. The No. 2 engine was then to set to forward thrust steering the plane back on the runway.  A go-around was attempted but it was too late and the aircraft overran the runway.",1998-03-22,"La aeronave invadió la pista de 6.888 pies, atravesó una valla perimetral de hormigón, cruzó un pequeño río y chocó contra un karaoke antes de detenerse cerca de un mercado. El avión fue liberado (legalmente) de Manila con el inversor número 1 desactivado. El avión aterrizó en mitad de la pista y la tripulación usó incorrectamente el reverso n.º 2 para intentar detener el avión y provocar que se desviara hacia la derecha. Luego, el motor No. 2 se configuraría para empujar hacia adelante y dirigir el avión de regreso a la pista. Se intentó dar la vuelta pero ya era demasiado tarde y la aeronave invadió la pista."
4140,4140,"March 28, 1998",0935,"Piura, Peru",Fuerza Aérea del Peru,388,Tumbes - Piura,Antonov AN-32,OB-1388,1203,55,50,5,22,22,0,1,A Peruvian air force plane carrying villagers stranded by flooding crashed while attempting to land at Piura Airport. The pilot tried to glide the plane after losing an engine but crashed near a shantytown 2 kilometers from the airport. The plane began losing altitude after an engine failed and crashed into a drainage canal and broke in two. Engine failure.,1998-03-28,"Un avión de la fuerza aérea peruana que transportaba a aldeanos varados por las inundaciones se estrelló cuando intentaba aterrizar en el aeropuerto de Piura. El piloto trató de planear el avión después de perder un motor, pero se estrelló cerca de un barrio pobre a 2 kilómetros del aeropuerto. El avión comenzó a perder altitud después de que un motor falló y se estrelló contra un canal de drenaje y se partió en dos. Falla del motor."
4141,4141,"March 31, 1998",?,"Near Mexico City, Mexico",Linea Aérea Mexicana de Carga,?,?,Convair CV-240-53,XA-TAP,53-13,4,0,4,2,0,2,0,Shortly after taking off the cargo plane experienced a fire in the No. 2 engine. The plane crashed while attempting to make an emergency landing on a road.,1998-03-31,"Poco después de despegar, el avión de carga experimentó un incendio en el motor No. 2. El avión se estrelló cuando intentaba realizar un aterrizaje de emergencia en una carretera."
4142,4142,"April 20, 1998",1647,"Near Bogota, Colombia",Air France,422,Bogota - Quito,Boeing B-727-230,HC-BSU,21622/1431,53,43,10,53,43,10,0,"The aircraft, leased from TAME, crashed atop fog covered Cerro el Cable mountain and exploded into flames, three minutes after taking off from Bogota's El Dorado airport. The aircraft was leased to Air France by TAME airlines. The crew did not turn in the proper direction after reaching the Romeo non-directional beacon even though the flight crew acknowledged an air traffic controller's warning that they were off course.",1998-04-20,"La aeronave, arrendada a TAME, se estrelló sobre la montaña Cerro el Cable cubierta de niebla y estalló en llamas, tres minutos después de despegar del aeropuerto El Dorado de Bogotá. La aeronave fue arrendada a Air France por la aerolínea TAME. La tripulación no giró en la dirección correcta después de llegar a la baliza no direccional Romeo a pesar de que la tripulación de vuelo reconoció la advertencia de un controlador de tránsito aéreo de que estaban fuera de curso."
4143,4143,"May 05, 1998",2130,"Andoas, Peru",Fuerza Aérea del Peru,?,Iquitos - Andoas,Boeing B-737-282,FAP-351,23041/962,88,81,7,75,69,6,0,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident.",1998-05-05,"El avión fue fletado por Occidental Petroleum Corporation, con sede en Los Ángeles. El avión se estrelló bajo una lluvia ligera, mientras realizaba la aproximación final, en una zona pantanosa, a tres millas de Andoas. Hubo informes de un relámpago que precedió al accidente."
4144,4144,"May 12, 1998",1930,"Near Nema, Mauritania",Military - Mauritanian Air Force,?,Nema - Nouakchott,Xian Yunshuji Y-7-100C,5T-MAG,007H03,42,35,7,39,32,7,0,Crashed shortly after taking off in a sandstorm.,1998-05-12,Se estrelló poco después de despegar en una tormenta de arena.
4145,4145,"May 25, 1998",1020,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,?,Vientiane - Xiang Khoang,Yakovlev YAK-40,34001,9431835,26,20,6,26,20,6,0,"The aircraft struck a jungle covered mountain at 1,800m, after making a premature descent to land during a heavy rainstorm.",1998-05-25,"La aeronave chocó contra una montaña cubierta de jungla a 1.800 m, después de realizar un descenso prematuro para aterrizar durante una fuerte tormenta."
4146,4146,"May 25, 1998",0032,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,?,"Charlotte, NC - Monroe, NC",Bell 206L-3,N96CW,?,5,4,1,5,4,1,0,The helicopter's skids contacted a high-tension static ground wire about 150 feet above the ground. The pilot's failure to maintain altitude while operating in adverse weather. A contributing factor was the incoming fog and high tension static wire.,1998-05-25,Los patines del helicóptero entraron en contacto con un cable de tierra estático de alta tensión a unos 150 pies sobre el suelo. La falla del piloto para mantener la altitud mientras opera en condiciones climáticas adversas. Un factor que contribuyó fue la niebla entrante y el cable estático de alta tensión.
4147,4147,"May 26, 1998",0930,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,?,Erdenet - Moron,Harbin Yunshuji Y-12 II,JU-1017,?,28,26,2,28,26,2,0,"The aircraft crashed into the side of a mountain at 2,800m,  13 minutes after taking off from Erdenet. The plane, designed to carry a maximum of 19 passengers, was carring 26. Overloaded.",1998-05-26,"El avión se estrelló contra la ladera de una montaña a 2.800 m, 13 minutos después de despegar de Erdenet. El avión, diseñado para transportar un máximo de 19 pasajeros, llevaba 26. Sobrecargado."
4148,4148,"June 18, 1998",0728,"Montreal, Canada",Propair,420,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,C-GQAL,TC-233,11,9,2,11,9,2,0,"Flight 420 took off from Montreal's Dorval Airport on a flight to Peterborough  About 12 minutes after take off, at an altitude of 12,500 feet, the crew advised ATC that they had a hydraulic problem and requested clearance to return to Dorval. The crew then advised ATC that the left engine had been shut down because it was on fire. The crew decided to proceed to Mirabel International Airport. Then crew then advised ATC that the engine fire was out. On final for Runway 24, the crew advised ATC that the left engine was again on fire. The landing gear was extended on short final, and when the aircraft was over the runway, the left wing broke upwards. The fuselage inverted, struck the runway and slid 2,500 feet and came to rest on the left side of the runway.  PC: The crew did not realize that the pull to the left and the extended take-off run were due to the left brakes' dragging, which led to overheating of the brake components. The dragging caused overheating and leakage, probably at one of the piston seals that retain the brake hydraulic fluid. When hydraulic fluid leaked onto the hot brake components, the fluid caught fire and initiated an intense fire in the left nacelle, leading to failure of the main hydraulic system. When the L WING OVHT light went out, the overheating problem appeared corrected; however, the fire continued to burn. The crew never realized that all of the problems were associated with a fire in the wheel well, and they did not realize how serious the situation was. The left wing was weakened by the wing/engine fire and failed, rendering the aircraft uncontrollable.",1998-06-18,"El vuelo 420 despegó del Aeropuerto Dorval de Montreal con destino a Peterborough Aproximadamente 12 minutos después del despegue, a una altitud de 12.500 pies, la tripulación informó a ATC que tenían un problema hidráulico y solicitó autorización para regresar a Dorval. La tripulación informó entonces a ATC que el motor izquierdo se había apagado porque estaba en llamas. La tripulación decidió dirigirse al Aeropuerto Internacional de Mirabel. Luego, la tripulación informó a ATC que el motor estaba apagado. En la final de la pista 24, la tripulación informó a ATC que el motor izquierdo estaba nuevamente en llamas. El tren de aterrizaje se extendió en corto final, y cuando la aeronave estaba sobre la pista, el ala izquierda se rompió hacia arriba. El fuselaje se invirtió, golpeó la pista y se deslizó 2.500 pies y se detuvo en el lado izquierdo de la pista. PC: La tripulación no se dio cuenta de que el tirón hacia la izquierda y la carrera de despegue prolongada se debieron al arrastre de los frenos izquierdos, lo que provocó el sobrecalentamiento de los componentes del freno. El arrastre provocó sobrecalentamiento y fugas, probablemente en uno de los sellos del pistón que retiene el líquido hidráulico de frenos. Cuando el fluido hidráulico se filtró sobre los componentes calientes del freno, el fluido se incendió e inició un fuego intenso en la góndola izquierda, lo que provocó la falla del sistema hidráulico principal. Cuando la luz L WING OVHT se apagó, el problema de sobrecalentamiento apareció corregido; sin embargo, el fuego siguió ardiendo. La tripulación nunca se dio cuenta de que todos los problemas estaban asociados con un incendio en el pozo de la rueda y no se dieron cuenta de la gravedad de la situación. El ala izquierda se debilitó por el fuego del ala/motor y falló, lo que hizo que la aeronave fuera incontrolable."
4149,4149,"June 25, 1998",0932,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,?,Sightseeing,Eurocopter AS-350-BA,N594BK,2735,6,4,2,6,4,2,0,"The helicopter impacted a mountain on a sightseeing trip. The pilot's decision to continue VFR flight into deteriorating weather conditions consisting of lowering ceilings and visibility in mountainous terrain, which resulted in the inadvertent entry into instrument meteorological conditions and a collision with a mountainside. A factor in the accident was the failure of the chief pilot, who had directly observed the deteriorating weather conditions, to direct the following pilots to avoid the area.",1998-06-25,"El helicóptero impactó una montaña en un viaje de turismo. La decisión del piloto de continuar el vuelo VFR en condiciones climáticas deterioradas consistentes en la reducción de techos y visibilidad en terreno montañoso, lo que resultó en la entrada involuntaria en condiciones meteorológicas de instrumentos y una colisión con la ladera de una montaña. Un factor en el accidente fue que el jefe de pilotos, que había observado directamente el deterioro de las condiciones meteorológicas, no ordenó a los siguientes pilotos que evitaran la zona."
4150,4150,"July 13, 1998",2315,"Off Rasal, United Arab Emirates",ATI Aircompany,?,"Rasal - Nikolaev, Ukraine",Ilyushin 76MD,UR-76424,0063470096,8,0,8,8,0,8,0,"The cargo plane lifted off from the runway, slowly sank and impacted the sea. The plane was grossly overloaded.",1998-07-13,"El avión de carga despegó de la pista, se hundió lentamente e impactó contra el mar. El avión estaba muy sobrecargado."
4151,4151,"July 16, 1998",2141,"Córdoba, Argentina",Alas del Sur,?,Tucumán - Córdoba,Rockwell Sabreliner 60,LV-WPO,306-3,3,1,2,3,1,2,0,The cargo plane crashed short of the runway.,1998-07-16,El avión de carga se estrelló cerca de la pista.
4152,4152,"July 17, 1998",0415,"Asmara, Eritrea",Ukraine Aviation Transport Company,?,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin II-76,UR-UCI,0083481440,10,1,9,10,1,9,0,"While on an ILS approach, the cargo plane struck a hill.",1998-07-17,"Durante una aproximación ILS, el avión de carga chocó contra una colina."
4153,4153,"July 23, 1998",?,"Pico de Orizaba, Mexico",Military - Mexican Air Force,?,Mexico City - Tuxtla Gutiérrez,Shorts SC-7 Skyvan 3-100,XC-UTQ,SH1946,4,0,4,4,0,4,0,The aircraft crashed into a volcano.,1998-07-23,El avión se estrelló contra un volcán.
4154,4154,"July 27, 1998",?,"Southhampton, England",Plane Sailing,?,VP-BPS,Consolidated PBY-5A Catalina,VP-BPS,1997,18,14,4,4,2,2,0,The plane was flying lower than 500 ft. prior to attempting to land. After a missed attempt the plane landed on the water and soon after water entered the cockpit and the plane broke up. Possible collision with debris which caused the doors to collapse inward.,1998-07-27,"El avión volaba a menos de 500 pies antes de intentar aterrizar. Después de un intento fallido, el avión aterrizó en el agua y poco después entró agua en la cabina y el avión se partió. Posible colisión con escombros que provocó el colapso de las puertas hacia adentro."
4155,4155,"July 28, 1998",?,"Barcelona, Spain",Swifair,704,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,EC-FXD,AC-651B,2,0,2,2,0,2,0,"During a training flight, the crew of the cargo plane stopped one engine, stalled and crashed. The loss of control of the aircraft due to an excessive reduction of speed at low height, after having extended the landing gear, with an intermediate flap position, and with the right engine stopped and its propeller pitch close to feather.",1998-07-28,"Durante un vuelo de entrenamiento, la tripulación del avión de carga paró un motor, se paró y se estrelló. La pérdida de control de la aeronave por reducción excesiva de la velocidad a baja altura, después de haber extendido el tren de aterrizaje, con una posición intermedia de flaps, y con el motor derecho parado y el paso de la hélice próximo a la bandera."
4156,4156,"July 29, 1998",1600,"Manacapuru River, Brazil",Selva Taxi Aero,?,Tefe - Manaus,Embraer 110 Bandeirante,PT-LGN,110343,24,22,2,5,4,1,0,The aircraft ditched in the Manacapuru River while en route from Tefe to Manaus. The pilot had reported an engine problem about 20 minutes earlier.,1998-07-29,La aeronave se hundió en el río Manacapuru mientras se dirigía de Tefe a Manaus. El piloto había informado de un problema de motor unos 20 minutos antes.
4157,4157,"July 30, 1998",1558,"Near Quiberon, France",Proteus Air / Private,706,Lyon - Lorient,Beechcraft 1900D / Cessna 177,F-GSJM/F-GAJE,UE-238,15,12,3,15,12,3,0,"Midair collision. The Beechcraft was on a flight from Lyon to Lorient, approaching Lorient, when it requested permission to fly over the ocean liner Norway. While circling the Norway, it collided with the Cessna. One killed aboard the Cessna, 14 aboard the Beechcraft.  The pilots of the Beechcraft decided to deviate from their course in order to give passengers a view of the ocean liner Le France. This is unusual but not forbidden. They also descended to 2,000 feet, below the level of radar detection. Both planes approached each other within blind spots. Failure of both pilots to ""see and avoid"" each other under VFR conditions.",1998-07-30,"Colisión en el aire. El Beechcraft estaba en un vuelo de Lyon a Lorient, acercándose a Lorient, cuando solicitó permiso para sobrevolar el transatlántico Norway. Mientras daba la vuelta al Norway, chocó con el Cessna. Un muerto a bordo del Cessna, 14 a bordo del Beechcraft. Los pilotos del Beechcraft decidieron desviarse de su rumbo para dar a los pasajeros una vista del transatlántico Le France. Esto es inusual pero no está prohibido. También descendieron a 2.000 pies, por debajo del nivel de detección del radar. Ambos aviones se acercaron entre sí dentro de puntos ciegos. Fracaso de ambos pilotos para ""ver y evitar"" uno al otro en condiciones VFR."
